cliid,gender,birth_date,marz_id,phone,mobile_operator,email
582824,Male,1979-04-02,1,37499488226,Beeline,uyb270@yandex.com
582831,Male,1972-04-14,1,37499527765,Beeline,zws471@gmail.com
582832,Male,1986-06-03,1,37477884764,VivacellMTS,hmu269@gmail.com
582835,Female,1987-07-27,1,37455556716,Ucom,smf732@gmail.com
582839,Male,1983-07-06,10,37477242444,VivacellMTS,chb207@mail.ru
582860,Male,1992-10-23,1,37455556285,Ucom,bik167@list.ru
582883,Male,1991-05-01,10,37477117108,VivacellMTS,uwf513@mail.ru
582923,Female,1969-05-28,1,37499288205,Beeline,jfl833@bk.ru
582926,Male,1990-01-30,10,37455452268,Ucom,mjc545@mail.ru
582945,Male,1985-08-10,6,37477249628,VivacellMTS,ees471@gmail.com
582947,Female,1978-09-01,10,37477580998,VivacellMTS,qjh563@gmail.com
582973,Male,1998-01-01,4,37477720129,VivacellMTS,ekt408@mail.ru
582980,Male,1999-06-26,1,37455861618,Ucom,qjw892@icloud.com
582994,Female,1993-06-27,1,37477813648,VivacellMTS,fyz782@gmail.com
583001,Female,1978-12-23,1,37477812540,VivacellMTS,sxu446@gmail.com
583002,Female,1986-10-10,11,37477613819,VivacellMTS,jvj356@mail.ru
583006,Male,1994-11-09,10,37477379573,VivacellMTS,cah219@mail.ru
583009,Male,1990-07-22,0,37477622529,VivacellMTS,sez993@gmail.com
583011,Male,1999-02-01,11,37477943466,VivacellMTS,kyj763@mail.ru
583013,Female,1999-02-18,8,37477402068,VivacellMTS,ity325@gmail.com
583031,Male,1997-09-24,1,37477776618,VivacellMTS,icz839@icloud.com
583047,Male,1972-01-13,1,37499711874,Beeline,quc949@gmail.com
583058,Female,1993-05-15,1,37477895650,VivacellMTS,jod273@gmail.com
583087,Female,1999-10-04,1,37477355197,VivacellMTS,hpg990@bk.ru
583093,Male,1991-06-06,1,37477068000,VivacellMTS,ghl592@gmail.com
583094,Female,1990-11-29,10,37477955242,VivacellMTS,bkh789@mail.ru
583097,Female,1997-01-24,1,37477611985,VivacellMTS,slj149@mail.ru
583098,Male,1974-02-22,1,37499398968,Beeline,hgv450@gmail.com
583099,Female,1996-04-19,1,37499447464,Beeline,van953@mail.ru
583105,Female,1992-07-31,0,37477676404,VivacellMTS,zvs958@mail.ru
583109,Male,1995-01-24,0,37455510643,Ucom,dzb698@mail.ru
583111,Female,1988-08-22,6,37477673866,VivacellMTS,jeg268@yahoo.com
583116,Female,1986-07-10,1,37499039511,Beeline,dur654@mail.ru
583121,Male,1983-10-23,1,37477314445,VivacellMTS,msv308@mail.ru
583122,Female,1972-04-08,1,37499141145,Beeline,mzx203@gmail.com
583141,Male,1976-09-23,3,37477591110,VivacellMTS,qnq888@mail.ru
583157,Female,1999-08-29,1,37455119591,Ucom,uoh160@mail.ru
583158,Male,1996-06-04,1,37499937971,Beeline,tll622@mail.ru
583169,Female,1989-12-22,1,37499838028,Beeline,gio602@mail.ru
583200,Male,1996-07-06,10,37477065452,VivacellMTS,tjc126@gmail.com
583217,Male,1991-11-11,1,37499586565,Beeline,uho560@gmail.com
583263,Male,1996-11-09,1,37499923505,Beeline,eat622@bk.ru
583280,Female,1979-01-29,1,37477312160,VivacellMTS,ach175@gmail.com
583281,Male,1988-04-06,11,37477675061,VivacellMTS,ckz494@mail.ru
583289,Male,1993-08-21,8,37477917758,VivacellMTS,oys849@mail.ru
583295,Male,1981-01-10,6,37477665571,VivacellMTS,vfv520@list.ru
583296,Male,1999-11-04,1,37499945074,Beeline,xvg289@gmail.com
583310,Male,1993-01-21,1,37477450725,VivacellMTS,hpb785@gmail.com
583313,Male,1999-11-11,1,37477286400,VivacellMTS,uum373@list.ru
583314,Male,1995-01-24,6,37477266333,VivacellMTS,neq590@mail.ru
583319,Female,1984-07-13,1,37477773342,VivacellMTS,ehs994@mail.ru
583333,Male,1998-06-26,0,37477053704,VivacellMTS,kfq899@gmail.com
583339,Female,1974-04-13,3,37477919281,VivacellMTS,gkw180@gmail.com
583369,Male,1997-06-30,1,37477055664,VivacellMTS,lye816@gmail.com
583370,Male,1992-10-20,1,37455583802,Ucom,lxb927@gmail.com
583381,Male,1998-10-01,1,37477978443,VivacellMTS,cqu342@gmail.com
583411,Male,1993-04-07,3,37477952652,VivacellMTS,vjf510@mail.ru
583415,Male,1992-12-08,2,37455986447,Ucom,dho368@gmail.com
583419,Male,1977-01-04,1,37499334236,Beeline,pdz320@mail.ru
583425,Male,1993-07-15,1,37455811703,Ucom,zwe835@mail.ru
583426,Male,1996-08-13,0,37477970241,VivacellMTS,eqq801@gmail.com
583454,Male,1999-10-15,1,37477512579,VivacellMTS,fkb679@mail.ru
583465,Male,1978-08-10,1,37477567752,VivacellMTS,zcf252@mail.ru
583482,Male,1992-03-19,1,37455961006,Ucom,isa739@mail.ru
583485,Female,1981-09-10,1,37477405097,VivacellMTS,ihy661@mail.ru
583510,Female,1996-08-17,12,37497030242,KharabakhTelecom,ffp507@mail.ru
583532,Male,1999-09-06,11,37477071255,VivacellMTS,pjf579@gmail.com
583553,Female,1986-08-28,0,37455527643,Ucom,sbd509@mail.ru
583607,Male,1996-11-23,7,37477549394,VivacellMTS,pcs712@mail.ru
583612,Female,1982-03-05,2,37477836404,VivacellMTS,pdg789@gmail.com
583613,Male,1993-07-14,6,37477643773,VivacellMTS,tbf212@gmail.com
583615,Female,1995-05-25,11,37477843093,VivacellMTS,ett610@gmail.com
583617,Female,1976-07-11,3,37477371509,VivacellMTS,hda273@gmail.com
583619,Female,1995-04-11,6,37477340265,VivacellMTS,tiw921@yahoo.com
583627,Female,1986-11-12,0,37477974840,VivacellMTS,daa646@MAIL.RU
583637,Female,1973-07-17,1,37455924789,Ucom,hcj567@mail.ru
583658,Male,1993-04-03,1,37455007768,Ucom,juq366@gmail.com
583674,Male,1992-12-12,1,37499560997,Beeline,mlz226@gmail.com
583680,Female,1985-04-05,9,37477955417,VivacellMTS,pdx871@gmail.com
583689,Male,1987-09-30,0,37499955957,Beeline,dkw642@mail.ru
583690,Female,1973-11-18,4,37499199504,Beeline,gch758@mail.ru
583692,Male,1999-05-07,1,37455438713,Ucom,lmi786@mail.ru
583721,Male,1990-01-10,1,37477759692,VivacellMTS,axl360@gmail.com
583753,Female,1993-12-14,1,37477021061,VivacellMTS,nmz363@gmail.com
583756,Female,1982-04-11,1,37477710677,VivacellMTS,von757@mail.ru
583771,Female,1971-05-23,1,37499041786,Beeline,eab406@gmail.com
583772,Female,1965-04-29,1,37477317755,VivacellMTS,civ843@mail.ru
583840,Male,1995-10-30,1,37455415686,Ucom,pcw471@gmail.com
583844,Male,1992-08-06,0,37477065671,VivacellMTS,xae856@mail.ru
583848,Male,1986-08-13,12,37497601800,KharabakhTelecom,kkd336@gmail.com
583893,Male,1990-10-11,0,37455116626,Ucom,xym419@mail.ru
583915,Female,1956-02-01,1,37477923640,VivacellMTS,aja997@gmail.com
583951,Female,1969-05-17,1,37499670755,Beeline,ypz398@mail.ru
583954,Male,1998-06-05,0,37477860393,VivacellMTS,gpv126@mail.ru
583955,Female,1993-04-01,11,37477584464,VivacellMTS,ciy975@gmail.com
583959,Male,1990-12-04,1,37455686656,Ucom,fgt402@gmail.com
583960,Female,1968-09-24,1,37477964499,VivacellMTS,mds290@mail.ru
583982,Male,1981-11-08,1,37455471917,Ucom,yql846@mail.ru
584000,Male,1987-08-22,1,37499265707,Beeline,usd999@mail.ru
584011,Female,1973-06-05,8,37477661606,VivacellMTS,mjb497@gmail.com
584032,Male,1986-03-23,6,37455508328,Ucom,nqz372@gmail.com
584054,Male,1991-06-13,0,37477582065,VivacellMTS,vtt472@mail.ru
584062,Female,1988-01-01,0,37477605892,VivacellMTS,scz397@gmail.com
584115,Male,1996-01-20,2,37477095856,VivacellMTS,rla220@gmail.com
584117,Male,1990-04-26,4,37499217416,Beeline,dkj186@gmail.com
584124,Male,1991-09-16,10,37455923475,Ucom,ypi190@gmail.com
584127,Male,1998-04-04,0,37477873103,VivacellMTS,nxt563@mail.ru
584130,Male,1990-05-03,1,37477549608,VivacellMTS,mut159@yahoo.com
584132,Female,1997-01-30,1,37499706177,Beeline,tzf497@gmail.com
584134,Female,1991-01-04,1,37455378167,Ucom,omc372@gmail.com
584138,Male,1990-08-24,1,37499761519,Beeline,tzu539@mail.ru
584156,Female,1968-07-14,4,37477587339,VivacellMTS,ikb158@gmail.com
584157,Male,1986-07-29,1,37499155810,Beeline,ztt520@mail.ru
584163,Female,1988-02-16,1,37455714152,Ucom,jtw638@mail.ru
584169,Male,1960-01-25,1,37499835851,Beeline,tey777@gmail.com
584189,Male,1989-09-06,1,37499826378,Beeline,fwv789@gmail.com
584211,Male,1999-09-23,1,37477383642,VivacellMTS,feg479@mail.ru
584213,Female,1993-04-19,1,37477340291,VivacellMTS,bjp653@gmail.com
584229,Male,1971-12-09,1,37477743315,VivacellMTS,jbg828@mail.ru
584233,Female,1995-03-01,1,37477566089,VivacellMTS,jem442@paara.am
584234,Female,1972-08-27,1,37499445555,Beeline,uln823@mail.ru
584242,Female,1991-09-16,1,37499824431,Beeline,ggw869@mail.ru
584259,Male,1963-03-21,1,37477307611,VivacellMTS,hsn140@gmail.com
584261,Male,1994-07-21,10,37477866431,VivacellMTS,ojl444@gmail.com
584263,Female,1980-04-29,1,37499536346,Beeline,ntw470@mail.ru
584265,Male,1976-07-29,1,37455152555,Ucom,yzl346@gmail.com
584266,Male,1995-07-09,3,37477834050,VivacellMTS,awq197@gmail.com
584291,Male,1963-01-11,1,37499093417,Beeline,uej787@mail.ru
584292,Male,1991-03-01,6,37477914314,VivacellMTS,zxa950@gmail.com
584327,Male,1986-12-11,1,37477033722,VivacellMTS,aaf177@gmail.com
584334,Female,1991-09-08,1,37499626588,Beeline,mps572@gmail.com
584346,Female,1954-09-16,1,37477531934,VivacellMTS,cpj925@gmail.com
584356,Male,1975-04-02,1,37499904030,Beeline,mhh673@mail.ru
584359,Female,1975-06-17,7,37455282508,Ucom,yyz740@gmail.com
584361,Male,1999-06-01,6,37477043779,VivacellMTS,jfv290@mail.ru
584363,Male,1973-11-12,9,37477986033,VivacellMTS,jny406@inbox.ru
584364,Female,1972-08-17,1,37477529313,VivacellMTS,ugw195@mail.ru
584382,Male,1997-01-10,1,37477474865,VivacellMTS,ydu681@gmail.com
584393,Female,1977-04-20,1,37477805019,VivacellMTS,ukc999@gmail.com
584394,Male,1986-04-11,1,37455072489,Ucom,isq121@gmail.com
584395,Female,1969-04-23,4,37499635872,Beeline,tda753@gmail.com
584398,Male,1997-04-26,1,37477009294,VivacellMTS,mcy986@gmail.com
584405,Female,1967-04-27,1,37499791335,Beeline,tll765@mail.ru
584416,Male,1998-09-22,1,37455080554,Ucom,dqj696@mail.ru
584429,Female,1988-01-05,1,37499512836,Beeline,ioj699@bk.ru
584444,Female,1999-11-08,3,37477802879,VivacellMTS,nke418@mail.ru
584449,Male,1995-01-08,12,37477831906,VivacellMTS,jls447@gmail.com
584454,Female,1998-06-04,1,37477996265,VivacellMTS,trv879@gmail.com
584506,Male,1982-03-21,1,37477622084,VivacellMTS,qvo523@rambler.ru
584519,Male,1993-04-03,0,37477632330,VivacellMTS,vbm527@gmail.com
584531,Male,1990-03-02,6,37499797134,Beeline,hzp577@gmail.com
584545,Male,1983-09-29,1,37455049519,Ucom,iqy269@gmail.com
584562,Male,1993-02-06,0,37477250560,VivacellMTS,zwp914@gmail.com
584568,Female,1993-08-18,4,37477851143,VivacellMTS,tql601@mail.ru
584569,Male,1995-05-26,1,37477158461,VivacellMTS,nbx619@mail.ru
584601,Female,1996-10-21,1,37477810223,VivacellMTS,gpg392@gmail.com
584615,Female,1995-08-04,10,37477668717,VivacellMTS,lch962@mail.ru
584621,Male,1996-05-29,1,37477214468,VivacellMTS,uyf253@gmail.com
584627,Male,1996-08-03,9,37477520895,VivacellMTS,kze905@mail.ru
584637,Female,1962-01-14,1,37477992606,VivacellMTS,hgz739@gmail.com
584646,Female,1994-11-03,11,37455771345,Ucom,ajv522@gmail.com
584648,Male,1991-03-16,1,37477466597,VivacellMTS,ugg362@mail.ru
584649,Male,1997-11-21,1,37455826025,Ucom,irb183@mail.ru
584651,Male,1983-04-17,1,37455898857,Ucom,ceb435@gmail.com
584669,Male,1999-01-21,1,37477099770,VivacellMTS,pap587@inbox.ru
584672,Female,1999-09-12,1,37477427933,VivacellMTS,ilc990@list.ru
584703,Female,1974-12-27,1,37477548058,VivacellMTS,fos371@gmail.com
584719,Male,1975-01-20,1,37477487461,VivacellMTS,qjm488@mail.com
584746,Female,1987-10-01,1,37499913260,Beeline,xro150@gmail.com
584749,Female,1994-09-15,1,37477243822,VivacellMTS,hsc748@mail.ru
584759,Female,1982-05-08,1,37477843729,VivacellMTS,sol594@gmail.com
584767,Male,1990-01-17,1,37499568776,Beeline,cqr622@mail.ru
584791,Female,1995-05-06,1,37477427967,VivacellMTS,cep363@gmail.com
584792,Male,1999-12-04,8,37477547504,VivacellMTS,icx816@mail.ru
584793,Male,1984-10-03,1,37499441480,Beeline,lwr938@mail.ru
584855,Male,1989-12-11,8,37477617655,VivacellMTS,wuw516@gmail.com
584910,Male,1994-11-14,6,37455460861,Ucom,rvx372@gmail.com
584913,Male,1993-08-03,10,37477056345,VivacellMTS,gjh704@mail.ru
584917,Male,1978-02-05,1,37499518893,Beeline,lzt936@gmail.com
584918,Male,1995-04-09,1,37499261151,Beeline,asd294@inbox.ru
584921,Male,1996-09-15,12,37455109623,Ucom,qqe598@gmail.com
584931,Female,1972-10-27,11,37477333481,VivacellMTS,zpf461@gmail.com
584934,Female,1985-07-16,5,37477392568,VivacellMTS,xdx972@mail.ru
584935,Female,1985-10-25,1,37477105227,VivacellMTS,smg253@list.ru
584936,Male,1983-04-11,1,37477996428,VivacellMTS,zpr717@mail.ru
584941,Female,1998-10-09,6,37499756987,Beeline,vzd364@mail.ru
584943,Female,1965-03-20,0,37477995682,VivacellMTS,nct212@mail.ru
584948,Female,1971-04-20,6,37477009987,VivacellMTS,mtm457@mail.ru
584950,Female,1972-06-30,10,37477988031,VivacellMTS,ubq721@inbox.ru
584951,Male,1996-09-29,1,37499105130,Beeline,snx835@gmail.com
584952,Male,1996-12-09,11,37477348646,VivacellMTS,gov792@bk.ru
584953,Male,1996-07-18,1,37499214620,Beeline,boy671@mail.ru
584961,Female,1992-02-21,10,37477162675,VivacellMTS,kzt526@gmail.com
584962,Female,1991-08-16,1,37477835985,VivacellMTS,lma313@gmail.com
584999,Male,1996-10-09,9,37477757970,VivacellMTS,hcu374@mail.ru
585014,Male,1986-08-29,2,37477351913,VivacellMTS,uja729@mail.ru
585057,Male,1996-02-07,1,37477112218,VivacellMTS,rls990@gmail.com
585063,Male,1994-04-01,0,37455028438,Ucom,ipg522@mail.ru
585080,Male,1999-07-19,0,37477653718,VivacellMTS,aor956@mail.ru
585111,Female,1998-03-13,1,37477557787,VivacellMTS,aqm650@internet.ru
585116,Male,1993-02-17,1,37499884456,Beeline,gtn156@mail.ru
585122,Male,1993-05-16,8,37477518067,VivacellMTS,htm854@mail.ru
585124,Male,1974-09-21,1,37499901820,Beeline,izf463@gmail.com
585173,Female,1962-07-22,1,37499722936,Beeline,rgf372@mail.ru
585187,Female,1984-12-06,3,37499393217,Beeline,fyp534@gmail.com
585197,Female,1992-06-26,2,37477164635,VivacellMTS,lok808@mail.ru
585201,Male,1971-08-02,11,37477260964,VivacellMTS,ezg888@mail.ru
585221,Female,1999-06-12,1,37499504593,Beeline,nez676@gmail.com
585240,Female,1998-02-01,0,37477363961,VivacellMTS,yqu205@gmail.com
585258,Female,1986-06-25,1,37477586083,VivacellMTS,kzt424@icloud.com
585259,Female,1981-02-11,10,37455457276,Ucom,eji915@gmail.com
585261,Male,1974-06-27,10,37455308919,Ucom,ejm171@gmail.com
585285,Male,1987-10-01,1,37455633872,Ucom,kfb422@gmail.com
585286,Male,1976-04-16,1,37455044736,Ucom,xhh458@mail.ru
585290,Female,1986-03-30,1,37499006478,Beeline,nbr670@gmail.com
585304,Female,1982-12-11,0,37477507579,VivacellMTS,rgy950@mail.ru
585311,Male,1997-04-22,0,37477019328,VivacellMTS,thj922@mail.ru
585320,Male,1993-08-12,11,37455467612,Ucom,cjn173@mail.ru
585330,Male,1998-10-06,0,37499281479,Beeline,ipi622@mail.ru
585353,Male,1997-09-30,1,37455211370,Ucom,hvw563@mail.ru
585364,Female,1967-06-11,1,37477483375,VivacellMTS,fvm256@mail.ru
585365,Female,1973-10-30,1,37477462791,VivacellMTS,lip318@mail.ru
585369,Male,1983-11-17,1,37499875485,Beeline,jmk361@gmail.com
585371,Female,1991-01-03,0,37455289335,Ucom,vjj914@gmail.com
585376,Male,1999-12-05,4,37477971064,VivacellMTS,nnt208@bk.ru
585416,Male,1989-09-05,1,37477377063,VivacellMTS,ufa793@mail.ru
585424,Female,2000-07-24,10,37455365873,Ucom,kxo778@gmail.com
585427,Male,1998-05-27,0,37477195138,VivacellMTS,kxd648@gmail.com
585435,Female,1993-02-24,10,37477573788,VivacellMTS,hlg853@mail.ru
585436,Female,1997-01-07,1,37455365757,Ucom,cjb376@gmail.com
585437,Female,1973-06-09,8,37477021237,VivacellMTS,snm477@mail.ru
585457,Male,1985-08-11,1,37499196098,Beeline,uuy627@mail.ru
585462,Female,1984-01-10,3,37477367916,VivacellMTS,znu607@mail.ru
585490,Female,1972-10-23,1,37455831942,Ucom,eij813@gmail.com
585502,Male,1994-09-26,1,37499940662,Beeline,sum951@mail.ru
585505,Female,1994-08-04,1,37455666985,Ucom,kyi938@mail.ru
585511,Male,1969-01-25,1,37477760928,VivacellMTS,kki597@mail.ru
585522,Female,1965-06-16,3,37477628902,VivacellMTS,xar703@mail.ru
585526,Female,1999-05-29,1,37477498832,VivacellMTS,xnx228@gmail.com
585528,Female,1989-07-06,1,37477755728,VivacellMTS,icz436@mail.ru
585531,Male,1991-07-06,1,37477547777,VivacellMTS,fzm426@gmail.com
585562,Male,1988-06-27,1,37477354424,VivacellMTS,mxc801@list.ru
585616,Male,1987-01-23,1,37499802308,Beeline,mhl586@yandex.ru
585623,Female,1985-02-14,10,37477077185,VivacellMTS,bkd183@gmail.com
585648,Male,1994-03-26,1,37477167004,VivacellMTS,twn782@mail.ru
585662,Female,1984-03-03,6,37477725732,VivacellMTS,hxv322@gmail.com
585679,Male,1992-12-12,6,37477419975,VivacellMTS,htj110@mail.ru
585692,Female,1984-05-24,10,37477316253,VivacellMTS,qzk546@mail.ru
585699,Male,1991-08-04,1,37477204967,VivacellMTS,ulx146@gmail.com
585701,Male,1981-07-08,7,37477278036,VivacellMTS,qzd856@list.ru
585702,Female,1969-12-28,1,37455008011,Ucom,geh676@internet.ru
585729,Male,1984-09-13,1,37477350864,VivacellMTS,ktz140@icloud.com
585743,Male,1996-02-02,6,37455166860,Ucom,hjk176@mail.ru
585744,Female,1998-04-18,1,37477265735,VivacellMTS,dfd368@gmail.com
585770,Female,1996-01-01,11,37477598666,VivacellMTS,idp529@gmail.com
585779,Male,1996-01-20,1,37499389909,Beeline,rdz645@mail.ru
585795,Male,1989-05-22,11,37477860105,VivacellMTS,czd754@gmail.com
585806,Female,1977-05-22,10,37477598825,VivacellMTS,jbp190@mail.ru
585814,Female,1963-10-04,11,37477468838,VivacellMTS,lzv454@gmail.com
585822,Female,1996-03-04,3,37477455269,VivacellMTS,awx116@gmail.com
585828,Male,1992-11-17,10,37455731955,Ucom,non336@gmail.com
585831,Male,1998-06-09,6,37455889718,Ucom,yds950@gmail.com
585839,Male,1989-01-22,1,37477519915,VivacellMTS,qxj896@gmail.com
585849,Female,1965-03-08,1,37455963450,Ucom,zki159@gmail.com
585850,Male,1992-06-02,12,37497005680,KharabakhTelecom,drm804@gmail.com
585863,Female,1977-03-06,3,37477650670,VivacellMTS,lts932@mail.ru
585869,Male,1978-03-06,1,37499623321,Beeline,ddp832@mail.ru
585872,Female,1991-05-06,0,37499533187,Beeline,qvl576@gmail.com
585941,Male,1965-01-01,1,37499226691,Beeline,uoi767@mail.ru
586020,Male,1996-01-01,1,37499445438,Beeline,mhd939@bk.ru
586353,Male,1996-09-01,1,37477681986,VivacellMTS,sms655@gmail.com
586357,Male,1997-09-01,1,37499978246,Beeline,hyq169@mail.ru
586528,Male,1999-06-01,6,37477860486,VivacellMTS,huu380@mail.ru
586705,Male,1991-04-02,1,37477368576,VivacellMTS,qqk278@gmail.com
586714,Male,1997-04-02,6,37477213551,VivacellMTS,bnq167@inbox.ru
586786,Male,1996-07-02,1,37499767841,Beeline,ovd190@mail.ru
587147,Male,1998-02-03,10,37455212850,Ucom,njs317@mail.ru
587262,Male,1974-07-03,7,37477004935,VivacellMTS,krm605@gmail.com
587275,Male,1989-07-03,4,37477559359,VivacellMTS,mjl466@mail.ru
587396,Male,1992-10-03,1,37477381240,VivacellMTS,kvv166@mail.ru
587507,Male,1986-06-03,1,37455366892,Ucom,rij746@mail.ru
587705,Male,1981-05-04,3,37477766739,VivacellMTS,uys653@gmail.com
587718,Male,1991-05-04,1,37499660646,Beeline,zpj129@gmail.com
588113,Male,2000-03-05,1,37499264596,Beeline,ppj335@gmail.com
588290,Male,1995-08-05,1,37477901274,VivacellMTS,yqq322@mail.ru
588298,Male,1999-08-05,7,37455918987,Ucom,jhz589@gmail.com
588346,Male,1992-06-08,1,37455403553,Ucom,fsr458@mail.ru
588367,Male,1991-10-05,1,37455883756,Ucom,kse576@bk.ru
588449,Male,1999-12-05,11,37477094050,VivacellMTS,gld134@mail.ru
588541,Male,1992-01-06,1,37499859968,Beeline,aph230@mail.ru
588616,Male,1996-07-15,1,37477106133,VivacellMTS,cos877@mail.ru
588650,Male,1975-04-06,6,37477602295,VivacellMTS,zsc576@gmail.com
588728,Male,1962-07-06,1,37499364815,Beeline,jqj322@mail.ru
588756,Male,1993-07-06,1,37477541199,VivacellMTS,euz918@bk.ru
588881,Male,1999-10-06,0,37477571056,VivacellMTS,djy723@mail.ru
589002,Male,1960-01-07,10,37455414916,Ucom,uuc531@mail.ru
589149,Male,1996-04-07,0,37477604143,VivacellMTS,qlv968@mail.ru
589191,Male,1997-05-05,2,37477212181,VivacellMTS,gis210@gmail.com
589265,Male,1994-08-07,0,37477351345,VivacellMTS,tsw129@mail.ru
589267,Male,1996-08-10,10,37477632530,VivacellMTS,puq125@gmail.com
589282,Male,1985-09-07,1,37477658190,VivacellMTS,rnc541@mail.ru
589717,Male,1992-07-08,1,37499318397,Beeline,zoz779@gmail.com
589747,Male,1980-08-08,10,37499184600,Beeline,qpu319@mail.ru
589851,Male,1991-10-08,1,37499472775,Beeline,wdc137@gmail.com
589933,Male,1999-12-08,1,37477617282,VivacellMTS,xih874@bk.ru
590077,Male,1998-03-09,1,37477118155,VivacellMTS,mrl219@yahoo.com
590079,Male,1999-03-09,0,37477522224,VivacellMTS,kzs551@icloud.com
590117,Male,1999-04-09,1,37455992097,Ucom,gpf621@mail.ru
590164,Male,1990-07-09,2,37455077171,Ucom,mun241@gmail.com
590361,Male,1999-12-09,1,37499878239,Beeline,cis879@list.ru
590389,Male,1996-06-09,1,37499249416,Beeline,zfj882@mail.ru
590412,Male,1962-01-10,5,37477991574,VivacellMTS,mtb478@gmail.com
590658,Male,1998-07-10,0,37477590240,VivacellMTS,kmg724@teghoutmining.am
591007,Male,1997-02-11,3,37477343421,VivacellMTS,aiq633@mail.ru
591024,Male,1988-03-11,3,37499509949,Beeline,jsl191@gmail.com
591120,Male,1991-07-11,1,37477222776,VivacellMTS,pit501@gmail.com
591236,Male,1985-10-11,12,37497062316,KharabakhTelecom,sby989@list.ru
591287,Male,1990-11-11,0,37477248506,VivacellMTS,spd653@inbox.ru
591310,Male,1983-12-11,1,37499934503,Beeline,qlz404@gmail.com
591315,Male,1989-12-11,1,37477812861,VivacellMTS,vko641@gmail.com
591417,Male,2000-02-12,2,37477868650,VivacellMTS,ejw539@mail.ri
591698,Male,1991-09-12,1,37455521193,Ucom,opi725@mail.ru
591733,Male,1989-10-12,1,37477883774,VivacellMTS,gma369@mail.ru
591787,Male,1998-11-12,2,37499892097,Beeline,wqe107@bk.ru
591823,Male,1996-12-12,6,37455202776,Ucom,wsz250@mail.ru
591907,Male,2000-02-13,10,37477830705,VivacellMTS,zdi236@mail.ru
591993,Male,1997-03-13,10,37477102313,VivacellMTS,kqy980@bk.ru
592329,Male,1995-06-13,1,37499813930,Beeline,mav478@gmail.com
592367,Male,1985-01-14,6,37477044644,VivacellMTS,xan601@list.ru
592379,Male,1993-01-14,4,37477412546,VivacellMTS,roi466@mail.ru
592567,Male,1979-08-14,1,37499275728,Beeline,ure380@mail.ru
592614,Male,1988-09-14,8,37455951802,Ucom,gkc428@mail.ru
592632,Male,1966-10-14,1,37499155486,Beeline,fxr664@yahoo.com
592711,Male,1983-12-14,1,37455987208,Ucom,wrn497@rambler.ru
592715,Male,1986-12-14,1,37477807946,VivacellMTS,lpc697@gmail.com
592737,Male,1998-12-14,0,37477057706,VivacellMTS,whz779@gmail.com
592799,Male,1973-01-15,1,37455801244,Ucom,zvq813@gmail.com
592869,Male,1996-02-15,3,37477137676,VivacellMTS,iow900@bk.ru
592946,Male,1996-04-15,11,37477864573,VivacellMTS,qrz258@internet.ru
593089,Male,1985-09-15,6,37477476740,VivacellMTS,app243@gmail.com
593133,Male,1984-10-15,1,37477381453,VivacellMTS,ssz573@mail.ru
593427,Male,1999-03-16,5,37499725497,Beeline,rjt454@bk.ru
593477,Male,1986-05-16,1,37477069914,VivacellMTS,zyh232@list.ru
593540,Male,1997-07-16,6,37477357668,VivacellMTS,kit913@gmail.com
593574,Male,1988-08-16,0,37497765389,KharabakhTelecom,hxs528@list.ru
593623,Male,1990-09-16,1,37455827302,Ucom,zpc696@bk.ru
593725,Male,1997-11-16,0,37455718054,Ucom,ckq542@mail.ru
593910,Male,1991-03-17,1,37455122553,Ucom,azx776@gmail.com
593983,Male,1999-05-17,2,37477963279,VivacellMTS,fcs451@icloud.com
594005,Male,1991-07-17,1,37455674433,Ucom,qeb417@mail.ru
594009,Male,1994-06-17,4,37477499903,VivacellMTS,dki453@mail.ru
594020,Male,1997-07-17,10,37477879631,VivacellMTS,owa503@mail.ru
594104,Male,1995-09-17,0,37499400215,Beeline,mpm796@gmail.com
594172,Male,1985-11-17,9,37477600161,VivacellMTS,ejv212@gmail.com
594222,Male,1958-06-17,10,37477625062,VivacellMTS,dtl702@gmail.com
594424,Male,1998-04-18,1,37477935476,VivacellMTS,seq394@gmail.com
594466,Male,1993-05-18,3,37477890816,VivacellMTS,kxp487@gmail.com
594524,Male,1997-07-18,1,37499666577,Beeline,qbg876@gmail.com
594534,Male,1971-08-18,1,37499813396,Beeline,rcy889@gmail.com
594614,Male,1980-10-18,7,37455141726,Ucom,tsg972@gmail.com
594758,Male,1998-06-18,0,37499816838,Beeline,ekc489@bk.ru
594996,Male,1999-07-19,0,37477063521,VivacellMTS,hck569@gmail.com
595033,Male,1999-08-19,1,37477633464,VivacellMTS,xnr706@mail.ru
595194,Male,1997-06-19,1,37477782546,VivacellMTS,ror221@mail.ru
595226,Male,1981-01-20,0,37455983776,Ucom,zag562@gmail.com
595457,Male,1985-08-20,1,37477465192,VivacellMTS,rvt112@gmail.com
595550,Male,1990-10-20,1,37455179294,Ucom,row307@mail.ru
595939,Male,1988-07-21,1,37455944805,Ucom,xph766@gmail.com
595952,Male,1996-07-21,1,37455107844,Ucom,lqx216@gmail.com
595992,Male,1995-08-21,1,37477999269,VivacellMTS,tmn546@gmail.com
596221,Male,1987-01-22,1,37477377604,VivacellMTS,iyz697@mail.ru
596272,Male,1999-02-22,1,37455910903,Ucom,icl926@gmail.com
596335,Male,1997-04-22,11,37477284553,VivacellMTS,mmp811@mail.ru
